2

None
0
0
0
0
false false false
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
The One And Only Weapon
100
10
10
10
true false false
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  4  4  4  0  0  0  0  0  0  0  0  0
0  0  0  0  0  4  4  4  4  4  0  0  0  0  0  0  0  0
0  0  0  0  4  4  4  14 4  4  4  0  0  0  0  0  0  0
0  0  0  4  4  4  14 14 14 4  4  4  0  0  0  0  0  0
0  0  4  4  4  14 14 14 14 14 4  4  4  0  0  0  0  0
0  2  2  2  2  2  2  2  2  2  2  2  2  2  0  0  0  0
0  0  2  2  2  2  2  2  2  2  2  2  2  0  0  0  0  0
0  0  2  2  2  2  2  2  2  2  2  2  2  0  0  0  0  0
0  0  2  2  2  2  2  2  2  2  2  2  2  0  0  0  0  0
0  0  0  2  2  2  2  2  2  2  2  2  0  0  0  0  0  0
0  0  0  2  2  2  2  2  2  2  2  2  0  0  0  0  0  0
0  0  0  2  2  2  2  2  2  2  2  2  0  0  0  0  0  0
0  0  0  0  2  2  2  2  2  2  2  0  0  0  0  0  0  0
0  0  0  0  2  2  2  2  2  2  2  0  0  0  0  0  0  0
0  0  0  0  2  2  6  6  6  2  2  0  0  0  0  0  0  0
0  0  0  0  2  2  6  12 6  2  2  0  0  0  0  0  0  0
0  0  0  0  2  2  6  6  6  2  2  0  0  0  0  0  0  0
0  0  0  0  2  2  2  2  2  2  2  0  0  0  0  0  0  0
0  0  0  0  2  2  2  2  2  2  2  0  0  0  0  0  0  0
0  0  0  0  2  2  2  2  2  2  2  0  0  0  0  0  0  0
0  0  0  0  2  2  2  2  2  2  2  0  0  0  0  0  0  0
0  0  0  0  2  2  2  2  2  2  2  0  0  0  0  0  0  0
0  0  0  0  0  2  2  2  2  2  0  0  0  0  0  0  0  0
0  0  0  0  0  0  2  2  2  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0








 apstring Name;
 int Hit_Perc;
 int Max_Damage;
 int Min_Damage;
 int Range;
 bool Land, Air, Sea;
 apvector <Picture> Image;
